"REF_DATE","GEO","DGUID","Industry","Business dynamics measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Ontario ","2016A000235","Construction [23]","Active businesses","Number","223","units","0","v1203705312","16.5.1","35775","","","","0"
"2020-08","Ontario ","2016A000235","Construction [23]","Active businesses","Number","223","units","0","v1203705312","16.5.1","36233","","","","0"
"2019-01","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2039","","","","0"
"2019-02","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2145","","","","0"
"2019-03","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2329","","","","0"
"2019-04","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2125","","","","0"
"2019-05","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2129","","","","0"
"2019-06","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2038","","","","0"
"2019-07","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2007","","","","0"
"2019-08","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2015","","","","0"
"2019-09","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2071","","","","0"
"2019-10","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2045","","","","0"
"2019-11","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","1843","","","","0"
"2019-12","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2061","","","","0"
"2020-01","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2038","","","","0"
"2020-02","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","1894","","","","0"
"2020-03","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","1699","","","","0"
"2020-04","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","1412","","","","0"
"2020-05","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","1999","","","","0"
"2020-06","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","3265","","","","0"
"2020-07","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2863","","","","0"
"2020-08","Ontario ","2016A000235","Construction [23]","Opening businesses","Number","223","units","0","v1203705313","16.5.2","2184","","","","0"
"2019-01","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","37401","","","","0"
"2019-02","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","37444","","","","0"
"2019-03","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","37711","","","","0"
"2019-04","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38178","","","","0"
"2019-05","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38138","","","","0"
"2019-06","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38381","","","","0"
"2019-07","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38461","","","","0"
"2019-08","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38415","","","","0"
"2019-09","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38337","","","","0"
"2019-10","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38194","","","","0"
"2019-11","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38249","","","","0"
"2019-12","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","37969","","","","0"
"2020-01","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38033","","","","0"
"2020-02","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","38055","","","","0"
"2020-03","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","37079","","","","0"
"2020-04","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","34013","","","","0"
"2020-05","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","32073","","","","0"
"2020-06","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","31773","","","","0"
"2020-07","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","33215","","","","0"
"2020-08","Ontario ","2016A000235","Construction [23]","Continuing businesses","Number","223","units","0","v1203705314","16.5.3","34324","","","","0"
"2019-01","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2205","","","","0"
"2019-02","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2077","","","","0"
"2019-03","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","1969","","","","0"
"2019-04","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2028","","","","0"
"2019-05","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2063","","","","0"
"2019-06","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2010","","","","0"
"2019-07","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2017","","","","0"
"2019-08","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2014","","","","0"
"2019-09","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","1983","","","","0"
"2019-10","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","1997","","","","0"
"2019-11","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2019","","","","0"
"2019-12","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2063","","","","0"
"2020-01","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","1941","","","","0"
"2020-02","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2099","","","","0"
"2020-03","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2989","E","","","0"
"2020-04","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","4979","E","","","0"
"2020-05","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","3208","E","","","0"
"2020-06","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","2456","","","","0"
"2020-07","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","1825","","","","0"
"2020-08","Ontario ","2016A000235","Construction [23]","Closing businesses","Number","223","units","0","v1203705315","16.5.4","1765","","","","0"
"2019-01","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17546","","","","0"
"2019-02","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17551","","","","0"
"2019-03","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17522","","","","0"
"2019-04","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17500","","","","0"
"2019-05","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17459","","","","0"
"2019-06","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17516","","","","0"
"2019-07","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17563","","","","0"
"2019-08","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17486","","","","0"
"2019-09","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17521","","","","0"
"2019-10","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17531","","","","0"
"2019-11","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17424","","","","0"
"2019-12","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17444","","","","0"
"2020-01","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17407","","","","0"
"2020-02","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","17299","","","","0"
"2020-03","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","16908","","","","0"
"2020-04","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","15827","","","","0"
"2020-05","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","15340","","","","0"
"2020-06","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","15592","E","","","0"
"2020-07","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","15837","","","","0"
"2020-08","Ontario ","2016A000235","Manufacturing [31-33]","Active businesses","Number","223","units","0","v1203705316","16.6.1","15910","","","","0"
"2019-01","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","455","","","","0"
"2019-02","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","502","","","","0"
"2019-03","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","499","","","","0"
"2019-04","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","481","","","","0"
"2019-05","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","454","","","","0"
"2019-06","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","457","","","","0"
"2019-07","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","467","","","","0"
"2019-08","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","411","","","","0"
"2019-09","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","440","","","","0"
"2019-10","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","439","","","","0"
"2019-11","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","418","","","","0"
"2019-12","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","442","","","","0"
"2020-01","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","403","","","","0"
"2020-02","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","387","","","","0"
"2020-03","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","370","","","","0"
"2020-04","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","391","","","","0"
"2020-05","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","526","","","","0"
"2020-06","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","825","","","","0"
"2020-07","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","786","","","","0"
"2020-08","Ontario ","2016A000235","Manufacturing [31-33]","Opening businesses","Number","223","units","0","v1203705317","16.6.2","514","E","","","0"
"2019-01","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17081","","","","0"
"2019-02","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17069","","","","0"
"2019-03","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17060","","","","0"
"2019-04","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17019","","","","0"
"2019-05","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17022","","","","0"
"2019-06","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17046","","","","0"
"2019-07","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17062","","","","0"
"2019-08","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17060","","","","0"
"2019-09","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17064","","","","0"
"2019-10","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17070","","","","0"
"2019-11","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","17062","","","","0"
"2019-12","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","16983","","","","0"
"2020-01","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","16990","","","","0"
"2020-02","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","16937","","","","0"
"2020-03","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","16581","E","","","0"
"2020-04","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","15434","E","","","0"
"2020-05","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","14836","","","","0"
"2020-06","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","14747","","","","0"
"2020-07","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","15002","","","","0"
"2020-08","Ontario ","2016A000235","Manufacturing [31-33]","Continuing businesses","Number","223","units","0","v1203705318","16.6.3","15384","E","","","0"
"2019-01","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","502","","","","0"
"2019-02","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","482","","","","0"
"2019-03","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","494","","","","0"
"2019-04","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","477","","","","0"
"2019-05","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","501","","","","0"
"2019-06","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","464","","","","0"
"2019-07","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","403","","","","0"
"2019-08","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","465","","","","0"
"2019-09","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","460","","","","0"
"2019-10","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","432","","","","0"
"2019-11","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","471","","","","0"
"2019-12","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","454","","","","0"
"2020-01","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","456","","","","0"
"2020-02","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","474","","","","0"
"2020-03","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","722","E","","","0"
"2020-04","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","1438","E","","","0"
"2020-05","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","1024","E","","","0"
"2020-06","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","647","E","","","0"
"2020-07","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","524","","","","0"
"2020-08","Ontario ","2016A000235","Manufacturing [31-33]","Closing businesses","Number","223","units","0","v1203705319","16.6.4","411","","","","0"
"2019-01","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17066","","","","0"
"2019-02","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17081","","","","0"
"2019-03","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17149","","","","0"
"2019-04","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17145","","","","0"
"2019-05","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17125","","","","0"
"2019-06","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17168","","","","0"
"2019-07","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17125","","","","0"
"2019-08","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17076","","","","0"
"2019-09","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","17046","","","","0"
"2019-10","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","16981","","","","0"
"2019-11","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","16903","","","","0"
"2019-12","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","16821","","","","0"
"2020-01","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","16794","","","","0"
"2020-02","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","16697","","","","0"
"2020-03","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","16407","","","","0"
"2020-04","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","15570","","","","0"
"2020-05","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","15231","","","","0"
"2020-06","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","15085","","","","0"
"2020-07","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","15330","","","","0"
"2020-08","Ontario ","2016A000235","Wholesale trade [41]","Active businesses","Number","223","units","0","v1203705320","16.7.1","15368","","","","0"
"2019-01","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","444","","","","0"
"2019-02","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","474","","","","0"
"2019-03","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","493","","","","0"
"2019-04","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","462","","","","0"
"2019-05","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","436","","","","0"
"2019-06","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","467","","","","0"
"2019-07","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","438","","","","0"
"2019-08","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","452","","","","0"
"2019-09","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","433","","","","0"
"2019-10","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","416","","","","0"
"2019-11","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","374","","","","0"
"2019-12","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","429","","","","0"
"2020-01","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","405","","","","0"
"2020-02","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","383","","","","0"
"2020-03","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","321","","","","0"
"2020-04","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","384","","","","0"
"2020-05","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","449","","","","0"
"2020-06","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","614","","","","0"
"2020-07","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","695","","","","0"
"2020-08","Ontario ","2016A000235","Wholesale trade [41]","Opening businesses","Number","223","units","0","v1203705321","16.7.2","518","","","","0"
"2019-01","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16613","","","","0"
"2019-02","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16606","","","","0"
"2019-03","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16644","","","","0"
"2019-04","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16669","","","","0"
"2019-05","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16686","","","","0"
"2019-06","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16698","","","","0"
"2019-07","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16710","","","","0"
"2019-08","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16650","","","","0"
"2019-09","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16637","","","","0"
"2019-10","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16556","","","","0"
"2019-11","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16496","","","","0"
"2019-12","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16401","","","","0"
"2020-01","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16378","","","","0"
"2020-02","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16313","","","","0"
"2020-03","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","16064","","","","0"
"2020-04","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","15168","","","","0"
"2020-05","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","14786","","","","0"
"2020-06","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","14472","","","","0"
"2020-07","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","14663","","","","0"
"2020-08","Ontario ","2016A000235","Wholesale trade [41]","Continuing businesses","Number","223","units","0","v1203705322","16.7.3","14879","","","","0"
"2019-01","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","520","","","","0"
"2019-02","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","470","","","","0"
"2019-03","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","459","","","","0"
"2019-04","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","496","","","","0"
"2019-05","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","471","","","","0"
"2019-06","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","443","","","","0"
"2019-07","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","465","","","","0"
"2019-08","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","451","","","","0"
"2019-09","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","459","","","","0"
"2019-10","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","465","","","","0"
"2019-11","Ontario ","2016A000235","Wholesale trade [41]","Closing businesses","Number","223","units","0","v1203705323","16.7.4","468","","","","0"
